Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;504;202;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;14
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;;;;;nulos;11
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;;;;;comando;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;;;;;blancos;6
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;;;;;impugnados;0
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;501;199;1;JUNTO CON VOS;positivo;113
CONSENSO ISHCHIGUALASTO;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;502;200;1;CONSENSO;positivo;29
FRENTE DE TODOS;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;503;201;1;TODOS UNIDOS;positivo;60
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;504;202;2;UNIDAD DE LA IZQUIERDA;positivo;3
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:36;3;00045;18;4;00632X;Rivadavia;504;202;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;8
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:54;3;00045;18;4;00633X;Rivadavia;;;;;nulos;5
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:54;3;00045;18;4;00633X;Rivadavia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:54;3;00045;18;4;00633X;Rivadavia;;;;;comando;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:54;3;00045;18;4;00633X;Rivadavia;;;;;blancos;2
