Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos
FRENTE DE TODOS;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;502;214;1;ACUERDO SANTACRUCEÑO;positivo;48
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;503;215;2;UNIDAD DE LA IZQUIERDA;positivo;15
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;503;215;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;6
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;;;;;nulos;2
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;;;;;recurridos;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;;;;;comando;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;;;;;blancos;2
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;;;;;impugnados;0
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;172;211;1;PARA RENOVAR A LA IZQUIERDA;positivo;4
SOMOS ENERGÍA PARA RENOVAR SANTA CRUZ -SER-;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;182;212;1;UNIDOS;positivo;57
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;501;213;5;SANTA CRUZ NOS UNE;positivo;1
