Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos,
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00018;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 30 OSHOVIA;12-09-2021 20:22;3;00107;24;1;00129X;Ushuaia;502;251;3;JUNTOS PODEMOS;positivo;27
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;;;;;nulos;32
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;;;;;recurridos;2
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;;;;;comando;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;;;;;blancos;3
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;9
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;154;246;1;MILITANCIA MOPOFISTA;positivo;4
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;167;247;1;BLANCA;positivo;35
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;212;248;1;FUEGUINOS;positivo;6
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;3
FRENTE DE TODOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;501;250;1;CELESTE Y BLANCA;positivo;68
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;27
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;1
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;5
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;502;251;5;REPÚBLICA URGENTE;positivo;0
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:27;3;00107;24;1;00130X;Ushuaia;502;251;3;JUNTOS PODEMOS;positivo;17
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;;;;;nulos;22
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;;;;;comando;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;;;;;blancos;3
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;12
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;154;246;1;MILITANCIA MOPOFISTA;positivo;2
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;167;247;1;BLANCA;positivo;34
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;212;248;1;FUEGUINOS;positivo;5
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;4
FRENTE DE TODOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;501;250;1;CELESTE Y BLANCA;positivo;64
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;34
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;2
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;8
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;502;251;5;REPÚBLICA URGENTE;positivo;2
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00131X;Ushuaia;502;251;3;JUNTOS PODEMOS;positivo;32
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;;;;;nulos;21
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;;;;;comando;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;;;;;blancos;5
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;10
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;154;246;1;MILITANCIA MOPOFISTA;positivo;4
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;167;247;1;BLANCA;positivo;43
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;212;248;1;FUEGUINOS;positivo;7
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;4
FRENTE DE TODOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;501;250;1;CELESTE Y BLANCA;positivo;56
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;21
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;2
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;1
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;502;251;5;REPÚBLICA URGENTE;positivo;2
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:56;3;00107;24;1;00132X;Ushuaia;502;251;3;JUNTOS PODEMOS;positivo;33
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;;;;;nulos;17
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;;;;;comando;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;;;;;blancos;4
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;6
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;154;246;1;MILITANCIA MOPOFISTA;positivo;4
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;167;247;1;BLANCA;positivo;45
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;212;248;1;FUEGUINOS;positivo;6
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;6
FRENTE DE TODOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;501;250;1;CELESTE Y BLANCA;positivo;74
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;30
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;0
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;3
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;502;251;5;REPÚBLICA URGENTE;positivo;1
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 19:58;3;00107;24;1;00133X;Ushuaia;502;251;3;JUNTOS PODEMOS;positivo;30
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;;;;;nulos;25
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;;;;;comando;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;;;;;blancos;3
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;7
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;154;246;1;MILITANCIA MOPOFISTA;positivo;8
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;167;247;1;BLANCA;positivo;34
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;212;248;1;FUEGUINOS;positivo;6
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;4
FRENTE DE TODOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;501;250;1;CELESTE Y BLANCA;positivo;63
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;29
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;1
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;9
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;502;251;5;REPÚBLICA URGENTE;positivo;2
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:26;3;00107;24;1;00134X;Ushuaia;502;251;3;JUNTOS PODEMOS;positivo;33
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;;;;;nulos;26
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;;;;;comando;0
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;;;;;blancos;4
;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;7
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;154;246;1;MILITANCIA MOPOFISTA;positivo;6
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;167;247;1;BLANCA;positivo;49
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;212;248;1;FUEGUINOS;positivo;9
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;6
FRENTE DE TODOS;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;501;250;1;CELESTE Y BLANCA;positivo;62
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;22
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;3
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;4
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;502;251;5;REPÚBLICA URGENTE;positivo;3
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00019;Tierra del Fuego,Antártida e Islas del Atlántico Sur;COLEGIO MONSEÑOR ALEMAN;12-09-2021 20:06;3;00107;24;1;00135X;Ushuaia;502;251;3;JUNTOS PODEMOS;positivo;24
;DIPUTADOS NACIONALES;00020;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 1 DOMINGO F. SARMIENTO;12-09-2021 19:40;3;00108;24;1;00136X;Ushuaia;;;;;nulos;17
;DIPUTADOS NACIONALES;00020;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 1 DOMINGO F. SARMIENTO;12-09-2021 19:40;3;00108;24;1;00136X;Ushuaia;;;;;recurridos;1
;DIPUTADOS NACIONALES;00020;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 1 DOMINGO F. SARMIENTO;12-09-2021 19:40;3;00108;24;1;00136X;Ushuaia;;;;;comando;0
;DIPUTADOS NACIONALES;00020;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 1 DOMINGO F. SARMIENTO;12-09-2021 19:40;3;00108;24;1;00136X;Ushuaia;;;;;blancos;4
;DIPUTADOS NACIONALES;00020;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 1 DOMINGO F. SARMIENTO;12-09-2021 19:40;3;00108;24;1;00136X;Ushuaia;;;;;impugnados;0
